habitat,eventID,organismQuantity,occurrenceID,basisOfRecord
Festuca valesiaca,Askaniia_Nova_139,r,Askaniia_Nova_139_007,HumanObservation
Galatella villosa,Askaniia_Nova_139,r,Askaniia_Nova_139_008,HumanObservation
Galium ruthenicum,Askaniia_Nova_139,r,Askaniia_Nova_139_009,HumanObservation
Holosteum umbellatum,Askaniia_Nova_139,r,Askaniia_Nova_139_010,HumanObservation
Hylotelephium stepposum,Askaniia_Nova_139,r,Askaniia_Nova_139_011,HumanObservation
Koeleria cristata,Askaniia_Nova_139,r,Askaniia_Nova_139_012,HumanObservation
Lactuca serriola,Askaniia_Nova_139,r,Askaniia_Nova_139_013,HumanObservation
Leymus ramosus,Askaniia_Nova_139,2,Askaniia_Nova_139_014,HumanObservation
Limonium sareptanum,Askaniia_Nova_139,r,Askaniia_Nova_139_015,HumanObservation
Linaria biebersteinii,Askaniia_Nova_139,+,Askaniia_Nova_139_016,HumanObservation
Myosotis micrantha,Askaniia_Nova_139,r,Askaniia_Nova_139_017,HumanObservation
Phlomis pungens,Askaniia_Nova_139,r,Askaniia_Nova_139_018,HumanObservation
Poa angustifolia,Askaniia_Nova_139,2,Askaniia_Nova_139_019,HumanObservation
Salsola tragus,Askaniia_Nova_139,r,Askaniia_Nova_139_020,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_139,2,Askaniia_Nova_139_021,HumanObservation
Stipa ucrainica,Askaniia_Nova_139,r,Askaniia_Nova_139_022,HumanObservation
Verbascum phoeniceum,Askaniia_Nova_139,r,Askaniia_Nova_139_023,HumanObservation
Veronica arvensis,Askaniia_Nova_139,r,Askaniia_Nova_139_024,HumanObservation
Allium paczoskianum,Askaniia_Nova_140,r,Askaniia_Nova_140_001,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_140,r,Askaniia_Nova_140_002,HumanObservation
Artemisia austriaca,Askaniia_Nova_140,r,Askaniia_Nova_140_003,HumanObservation
Buglossoides arvensis,Askaniia_Nova_140,r,Askaniia_Nova_140_004,HumanObservation
Carduus uncinatus,Askaniia_Nova_140,r,Askaniia_Nova_140_005,HumanObservation
Consolida paniculata,Askaniia_Nova_140,r,Askaniia_Nova_140_006,HumanObservation
Elytrigia repens,Askaniia_Nova_140,+,Askaniia_Nova_140_007,HumanObservation
Eryngium campestre,Askaniia_Nova_140,r,Askaniia_Nova_140_008,HumanObservation
Festuca valesiaca,Askaniia_Nova_140,r,Askaniia_Nova_140_009,HumanObservation
Galatella villosa,Askaniia_Nova_140,1,Askaniia_Nova_140_010,HumanObservation
Galium ruthenicum,Askaniia_Nova_140,r,Askaniia_Nova_140_011,HumanObservation
Goniolimon tataricum,Askaniia_Nova_140,r,Askaniia_Nova_140_012,HumanObservation
Holosteum umbellatum,Askaniia_Nova_140,r,Askaniia_Nova_140_013,HumanObservation
Hylotelephium stepposum,Askaniia_Nova_140,r,Askaniia_Nova_140_014,HumanObservation
Iris pumila,Askaniia_Nova_140,r,Askaniia_Nova_140_015,HumanObservation
Koeleria cristata,Askaniia_Nova_140,r,Askaniia_Nova_140_016,HumanObservation
Lactuca serriola,Askaniia_Nova_140,r,Askaniia_Nova_140_017,HumanObservation
Lepidium perfoliatum,Askaniia_Nova_140,r,Askaniia_Nova_140_018,HumanObservation
Limonium sareptanum,Askaniia_Nova_140,r,Askaniia_Nova_140_019,HumanObservation
Linaria biebersteinii,Askaniia_Nova_140,r,Askaniia_Nova_140_020,HumanObservation
Myosotis micrantha,Askaniia_Nova_140,r,Askaniia_Nova_140_021,HumanObservation
Phlomis pungens,Askaniia_Nova_140,r,Askaniia_Nova_140_022,HumanObservation
Poa angustifolia,Askaniia_Nova_140,+,Askaniia_Nova_140_023,HumanObservation
Potentilla recta,Askaniia_Nova_140,r,Askaniia_Nova_140_024,HumanObservation
Salsola tragus,Askaniia_Nova_140,r,Askaniia_Nova_140_025,HumanObservation
Salvia aethiopis,Askaniia_Nova_140,r,Askaniia_Nova_140_026,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_140,2,Askaniia_Nova_140_027,HumanObservation
Stipa ucrainica,Askaniia_Nova_140,r,Askaniia_Nova_140_028,HumanObservation
Trifolium arvense,Askaniia_Nova_140,r,Askaniia_Nova_140_029,HumanObservation
Veronica arvensis,Askaniia_Nova_140,r,Askaniia_Nova_140_030,HumanObservation
Veronica barrelieri,Askaniia_Nova_140,r,Askaniia_Nova_140_031,HumanObservation
Allium paczoskianum,Askaniia_Nova_141,r,Askaniia_Nova_141_001,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_141,+,Askaniia_Nova_141_002,HumanObservation
Atriplex oblongifolia,Askaniia_Nova_141,r,Askaniia_Nova_141_003,HumanObservation
Buglossoides arvensis,Askaniia_Nova_141,r,Askaniia_Nova_141_004,HumanObservation
Carduus uncinatus,Askaniia_Nova_141,r,Askaniia_Nova_141_005,HumanObservation
Carex praecox,Askaniia_Nova_141,1,Askaniia_Nova_141_006,HumanObservation
Consolida paniculata,Askaniia_Nova_141,r,Askaniia_Nova_141_007,HumanObservation
Dianthus pallens,Askaniia_Nova_141,r,Askaniia_Nova_141_008,HumanObservation
Eryngium campestre,Askaniia_Nova_141,r,Askaniia_Nova_141_009,HumanObservation
Falcaria vulgaris,Askaniia_Nova_141,r,Askaniia_Nova_141_010,HumanObservation
Galium ruthenicum,Askaniia_Nova_141,r,Askaniia_Nova_141_011,HumanObservation
Holosteum umbellatum,Askaniia_Nova_141,r,Askaniia_Nova_141_012,HumanObservation
Hylotelephium stepposum,Askaniia_Nova_141,r,Askaniia_Nova_141_013,HumanObservation
Lactuca serriola,Askaniia_Nova_141,r,Askaniia_Nova_141_014,HumanObservation
Leymus ramosus,Askaniia_Nova_141,2,Askaniia_Nova_141_015,HumanObservation
Limonium sareptanum,Askaniia_Nova_141,r,Askaniia_Nova_141_016,HumanObservation
Linaria biebersteinii,Askaniia_Nova_141,r,Askaniia_Nova_141_017,HumanObservation
Myosotis micrantha,Askaniia_Nova_141,r,Askaniia_Nova_141_018,HumanObservation
Phlomis pungens,Askaniia_Nova_141,r,Askaniia_Nova_141_019,HumanObservation
Poa angustifolia,Askaniia_Nova_141,+,Askaniia_Nova_141_020,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_141,2,Askaniia_Nova_141_021,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_141,r,Askaniia_Nova_141_022,HumanObservation
Trifolium arvense,Askaniia_Nova_141,r,Askaniia_Nova_141_023,HumanObservation
Veronica arvensis,Askaniia_Nova_141,r,Askaniia_Nova_141_024,HumanObservation
Agropyron pectinatum,Askaniia_Nova_142,r,Askaniia_Nova_142_001,HumanObservation
Allium guttatum,Askaniia_Nova_142,r,Askaniia_Nova_142_002,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_142,r,Askaniia_Nova_142_003,HumanObservation
Buglossoides arvensis,Askaniia_Nova_142,r,Askaniia_Nova_142_004,HumanObservation
Camelina microcarpa,Askaniia_Nova_142,r,Askaniia_Nova_142_005,HumanObservation
Carduus uncinatus,Askaniia_Nova_142,r,Askaniia_Nova_142_006,HumanObservation
Carex praecox,Askaniia_Nova_142,r,Askaniia_Nova_142_007,HumanObservation
Crepis ramosissima,Askaniia_Nova_142,r,Askaniia_Nova_142_008,HumanObservation
Dianthus pallens,Askaniia_Nova_142,r,Askaniia_Nova_142_009,HumanObservation
Eryngium campestre,Askaniia_Nova_142,r,Askaniia_Nova_142_010,HumanObservation
Euphorbia seguierana,Askaniia_Nova_142,r,Askaniia_Nova_142_011,HumanObservation
Falcaria vulgaris,Askaniia_Nova_142,r,Askaniia_Nova_142_012,HumanObservation
Festuca valesiaca,Askaniia_Nova_142,r,Askaniia_Nova_142_013,HumanObservation
Galatella villosa,Askaniia_Nova_142,r,Askaniia_Nova_142_014,HumanObservation
Goniolimon tataricum,Askaniia_Nova_142,r,Askaniia_Nova_142_015,HumanObservation
Holosteum umbellatum,Askaniia_Nova_142,r,Askaniia_Nova_142_016,HumanObservation
Hylotelephium stepposum,Askaniia_Nova_142,r,Askaniia_Nova_142_017,HumanObservation
Koeleria cristata,Askaniia_Nova_142,r,Askaniia_Nova_142_018,HumanObservation
Lepidium perfoliatum,Askaniia_Nova_142,r,Askaniia_Nova_142_019,HumanObservation
Leymus ramosus,Askaniia_Nova_142,r,Askaniia_Nova_142_020,HumanObservation
Linaria biebersteinii,Askaniia_Nova_142,r,Askaniia_Nova_142_021,HumanObservation
Linum austriacum,Askaniia_Nova_142,r,Askaniia_Nova_142_022,HumanObservation
Myosotis micrantha,Askaniia_Nova_142,r,Askaniia_Nova_142_023,HumanObservation
Phlomis pungens,Askaniia_Nova_142,r,Askaniia_Nova_142_024,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_142,2,Askaniia_Nova_142_025,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_142,2,Askaniia_Nova_142_026,HumanObservation
Stipa ucrainica,Askaniia_Nova_142,+,Askaniia_Nova_142_027,HumanObservation
Trifolium arvense,Askaniia_Nova_142,r,Askaniia_Nova_142_028,HumanObservation
Veronica arvensis,Askaniia_Nova_142,r,Askaniia_Nova_142_029,HumanObservation
Agropyron pectinatum,Askaniia_Nova_143,2,Askaniia_Nova_143_001,HumanObservation
Allium paczoskianum,Askaniia_Nova_143,r,Askaniia_Nova_143_002,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_143,r,Askaniia_Nova_143_003,HumanObservation
Carduus uncinatus,Askaniia_Nova_143,r,Askaniia_Nova_143_004,HumanObservation
Carex praecox,Askaniia_Nova_143,2,Askaniia_Nova_143_005,HumanObservation
Crepis ramosissima,Askaniia_Nova_143,r,Askaniia_Nova_143_006,HumanObservation
Dianthus pallens,Askaniia_Nova_143,r,Askaniia_Nova_143_007,HumanObservation
Eryngium campestre,Askaniia_Nova_143,r,Askaniia_Nova_143_008,HumanObservation
Euphorbia seguierana,Askaniia_Nova_143,r,Askaniia_Nova_143_009,HumanObservation
Falcaria vulgaris,Askaniia_Nova_143,r,Askaniia_Nova_143_010,HumanObservation
Festuca valesiaca,Askaniia_Nova_143,r,Askaniia_Nova_143_011,HumanObservation
Galatella villosa,Askaniia_Nova_143,2,Askaniia_Nova_143_012,HumanObservation
Galium ruthenicum,Askaniia_Nova_143,+,Askaniia_Nova_143_013,HumanObservation
Goniolimon tataricum,Askaniia_Nova_143,r,Askaniia_Nova_143_014,HumanObservation
Holosteum umbellatum,Askaniia_Nova_143,r,Askaniia_Nova_143_015,HumanObservation
Hylotelephium stepposum,Askaniia_Nova_143,r,Askaniia_Nova_143_016,HumanObservation
Koeleria cristata,Askaniia_Nova_143,r,Askaniia_Nova_143_017,HumanObservation
Limonium sareptanum,Askaniia_Nova_143,r,Askaniia_Nova_143_018,HumanObservation
Myosotis micrantha,Askaniia_Nova_143,r,Askaniia_Nova_143_019,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_143,+,Askaniia_Nova_143_020,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_143,2,Askaniia_Nova_143_021,HumanObservation
Stipa ucrainica,Askaniia_Nova_143,+,Askaniia_Nova_143_022,HumanObservation
Trifolium arvense,Askaniia_Nova_143,r,Askaniia_Nova_143_023,HumanObservation
Valerianella costata,Askaniia_Nova_143,r,Askaniia_Nova_143_024,HumanObservation
Veronica arvensis,Askaniia_Nova_143,r,Askaniia_Nova_143_025,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_144,r,Askaniia_Nova_144_001,HumanObservation
Carduus uncinatus,Askaniia_Nova_144,r,Askaniia_Nova_144_002,HumanObservation
Carex praecox,Askaniia_Nova_144,+,Askaniia_Nova_144_003,HumanObservation
Dianthus pallens,Askaniia_Nova_144,r,Askaniia_Nova_144_004,HumanObservation
Eryngium campestre,Askaniia_Nova_144,r,Askaniia_Nova_144_005,HumanObservation
Falcaria vulgaris,Askaniia_Nova_144,2,Askaniia_Nova_144_006,HumanObservation
Festuca valesiaca,Askaniia_Nova_144,r,Askaniia_Nova_144_007,HumanObservation
Galium ruthenicum,Askaniia_Nova_144,r,Askaniia_Nova_144_008,HumanObservation
Holosteum umbellatum,Askaniia_Nova_144,r,Askaniia_Nova_144_009,HumanObservation
Lepidium perfoliatum,Askaniia_Nova_144,r,Askaniia_Nova_144_010,HumanObservation
Linaria biebersteinii,Askaniia_Nova_144,r,Askaniia_Nova_144_011,HumanObservation
Myosotis micrantha,Askaniia_Nova_144,r,Askaniia_Nova_144_012,HumanObservation
Phlomis pungens,Askaniia_Nova_144,r,Askaniia_Nova_144_013,HumanObservation
Salsola tragus,Askaniia_Nova_144,r,Askaniia_Nova_144_014,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_144,2,Askaniia_Nova_144_015,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_144,r,Askaniia_Nova_144_016,HumanObservation
Stipa ucrainica,Askaniia_Nova_144,r,Askaniia_Nova_144_017,HumanObservation
Trifolium arvense,Askaniia_Nova_144,r,Askaniia_Nova_144_018,HumanObservation
Veronica arvensis,Askaniia_Nova_144,r,Askaniia_Nova_144_019,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_145,2,Askaniia_Nova_145_001,HumanObservation
Artemisia austriaca,Askaniia_Nova_145,r,Askaniia_Nova_145_002,HumanObservation
Carduus uncinatus,Askaniia_Nova_145,r,Askaniia_Nova_145_003,HumanObservation
Carex praecox,Askaniia_Nova_145,r,Askaniia_Nova_145_004,HumanObservation
Consolida paniculata,Askaniia_Nova_145,r,Askaniia_Nova_145_005,HumanObservation
Crepis ramosissima,Askaniia_Nova_145,r,Askaniia_Nova_145_006,HumanObservation
Euphorbia seguierana,Askaniia_Nova_145,r,Askaniia_Nova_145_007,HumanObservation
Falcaria vulgaris,Askaniia_Nova_145,r,Askaniia_Nova_145_008,HumanObservation
Festuca valesiaca,Askaniia_Nova_145,r,Askaniia_Nova_145_009,HumanObservation
Galatella villosa,Askaniia_Nova_145,r,Askaniia_Nova_145_010,HumanObservation
Galium ruthenicum,Askaniia_Nova_145,r,Askaniia_Nova_145_011,HumanObservation
Holosteum umbellatum,Askaniia_Nova_145,r,Askaniia_Nova_145_012,HumanObservation
Koeleria cristata,Askaniia_Nova_145,r,Askaniia_Nova_145_013,HumanObservation
Leymus ramosus,Askaniia_Nova_145,2,Askaniia_Nova_145_014,HumanObservation
Limonium sareptanum,Askaniia_Nova_145,r,Askaniia_Nova_145_015,HumanObservation
Myosotis micrantha,Askaniia_Nova_145,r,Askaniia_Nova_145_016,HumanObservation
Phlomis pungens,Askaniia_Nova_145,r,Askaniia_Nova_145_017,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_145,2,Askaniia_Nova_145_018,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_145,2,Askaniia_Nova_145_019,HumanObservation
Stipa ucrainica,Askaniia_Nova_145,r,Askaniia_Nova_145_020,HumanObservation
Trifolium arvense,Askaniia_Nova_145,r,Askaniia_Nova_145_021,HumanObservation
Veronica arvensis,Askaniia_Nova_145,r,Askaniia_Nova_145_022,HumanObservation
Veronica barrelieri,Askaniia_Nova_145,r,Askaniia_Nova_145_023,HumanObservation
Agropyron pectinatum,Askaniia_Nova_146,r,Askaniia_Nova_146_001,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_146,r,Askaniia_Nova_146_002,HumanObservation
Buglossoides arvensis,Askaniia_Nova_146,r,Askaniia_Nova_146_003,HumanObservation
Carex praecox,Askaniia_Nova_146,1,Askaniia_Nova_146_004,HumanObservation
Consolida paniculata,Askaniia_Nova_146,r,Askaniia_Nova_146_005,HumanObservation
Crepis ramosissima,Askaniia_Nova_146,r,Askaniia_Nova_146_006,HumanObservation
Euphorbia seguierana,Askaniia_Nova_146,r,Askaniia_Nova_146_007,HumanObservation
Falcaria vulgaris,Askaniia_Nova_146,2,Askaniia_Nova_146_008,HumanObservation
Galatella villosa,Askaniia_Nova_146,r,Askaniia_Nova_146_009,HumanObservation
Goniolimon tataricum,Askaniia_Nova_146,+,Askaniia_Nova_146_010,HumanObservation
Holosteum umbellatum,Askaniia_Nova_146,r,Askaniia_Nova_146_011,HumanObservation
Leymus ramosus,Askaniia_Nova_146,r,Askaniia_Nova_146_012,HumanObservation
Limonium sareptanum,Askaniia_Nova_146,+,Askaniia_Nova_146_013,HumanObservation
Myosotis micrantha,Askaniia_Nova_146,r,Askaniia_Nova_146_014,HumanObservation
Phlomis pungens,Askaniia_Nova_146,r,Askaniia_Nova_146_015,HumanObservation
Salsola tragus,Askaniia_Nova_146,r,Askaniia_Nova_146_016,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_146,2,Askaniia_Nova_146_017,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_146,2,Askaniia_Nova_146_018,HumanObservation
Trifolium arvense,Askaniia_Nova_146,r,Askaniia_Nova_146_019,HumanObservation
Veronica arvensis,Askaniia_Nova_146,r,Askaniia_Nova_146_020,HumanObservation
Buglossoides arvensis,Askaniia_Nova_147,r,Askaniia_Nova_147_001,HumanObservation
Consolida paniculata,Askaniia_Nova_147,r,Askaniia_Nova_147_002,HumanObservation
Elytrigia repens,Askaniia_Nova_147,2,Askaniia_Nova_147_003,HumanObservation
Eryngium campestre,Askaniia_Nova_147,r,Askaniia_Nova_147_004,HumanObservation
Lactuca serriola,Askaniia_Nova_147,r,Askaniia_Nova_147_005,HumanObservation
Limonium sareptanum,Askaniia_Nova_147,r,Askaniia_Nova_147_006,HumanObservation
Linaria biebersteinii,Askaniia_Nova_147,r,Askaniia_Nova_147_007,HumanObservation
Phlomis pungens,Askaniia_Nova_147,r,Askaniia_Nova_147_008,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_147,r,Askaniia_Nova_147_009,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_147,r,Askaniia_Nova_147_010,HumanObservation
Allium guttatum,Askaniia_Nova_148,r,Askaniia_Nova_148_001,HumanObservation
Arabidopsis thaliana,Askaniia_Nova_148,r,Askaniia_Nova_148_002,HumanObservation
Atriplex oblongifolia,Askaniia_Nova_148,r,Askaniia_Nova_148_003,HumanObservation
Elytrigia repens,Askaniia_Nova_148,2,Askaniia_Nova_148_004,HumanObservation
Eryngium campestre,Askaniia_Nova_148,r,Askaniia_Nova_148_005,HumanObservation
Goniolimon tataricum,Askaniia_Nova_148,r,Askaniia_Nova_148_006,HumanObservation
Hylotelephium stepposum,Askaniia_Nova_148,r,Askaniia_Nova_148_007,HumanObservation
Limonium sareptanum,Askaniia_Nova_148,r,Askaniia_Nova_148_008,HumanObservation
Linaria biebersteinii,Askaniia_Nova_148,r,Askaniia_Nova_148_009,HumanObservation
Phlomis pungens,Askaniia_Nova_148,r,Askaniia_Nova_148_010,HumanObservation
Seseli tortuosum,Askaniia_Nova_148,r,Askaniia_Nova_148_011,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_148,r,Askaniia_Nova_148_012,HumanObservation
Stipa ucrainica,Askaniia_Nova_148,r,Askaniia_Nova_148_013,HumanObservation
Atriplex oblongifolia,Askaniia_Nova_149,r,Askaniia_Nova_149_001,HumanObservation
Carduus uncinatus,Askaniia_Nova_149,r,Askaniia_Nova_149_002,HumanObservation
Consolida paniculata,Askaniia_Nova_149,r,Askaniia_Nova_149_003,HumanObservation
Elytrigia repens,Askaniia_Nova_149,r,Askaniia_Nova_149_004,HumanObservation
Galium ruthenicum,Askaniia_Nova_149,r,Askaniia_Nova_149_005,HumanObservation
Hylotelephium stepposum,Askaniia_Nova_149,r,Askaniia_Nova_149_006,HumanObservation
Limonium sareptanum,Askaniia_Nova_149,r,Askaniia_Nova_149_007,HumanObservation
Peucedanum ruthenicum,Askaniia_Nova_149,r,Askaniia_Nova_149_008,HumanObservation
Phlomis pungens,Askaniia_Nova_149,r,Askaniia_Nova_149_009,HumanObservation
Poa angustifolia,Askaniia_Nova_149,2,Askaniia_Nova_149_010,HumanObservation
Salsola tragus,Askaniia_Nova_149,r,Askaniia_Nova_149_011,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_149,2,Askaniia_Nova_149_012,HumanObservation
Stipa capillata,Askaniia_Nova_149,r,Askaniia_Nova_149_013,HumanObservation
Tragopogon major,Askaniia_Nova_149,r,Askaniia_Nova_149_014,HumanObservation
Veronica barrelieri,Askaniia_Nova_149,r,Askaniia_Nova_149_015,HumanObservation
Vicia villosa,Askaniia_Nova_149,2,Askaniia_Nova_149_016,HumanObservation
Amaranthus species,Askaniia_Nova_150,r,Askaniia_Nova_150_001,HumanObservation
Atriplex oblongifolia,Askaniia_Nova_150,r,Askaniia_Nova_150_002,HumanObservation
Convolvulus arvensis,Askaniia_Nova_150,2,Askaniia_Nova_150_003,HumanObservation
Elytrigia repens,Askaniia_Nova_150,2,Askaniia_Nova_150_004,HumanObservation
Galium ruthenicum,Askaniia_Nova_150,r,Askaniia_Nova_150_005,HumanObservation
Limonium sareptanum,Askaniia_Nova_150,r,Askaniia_Nova_150_006,HumanObservation
Poa angustifolia,Askaniia_Nova_150,+,Askaniia_Nova_150_007,HumanObservation
Salsola tragus,Askaniia_Nova_150,+,Askaniia_Nova_150_008,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_150,2,Askaniia_Nova_150_009,HumanObservation
Tragopogon major,Askaniia_Nova_150,r,Askaniia_Nova_150_010,HumanObservation
Vicia villosa,Askaniia_Nova_150,2,Askaniia_Nova_150_011,HumanObservation
Atriplex oblongifolia,Askaniia_Nova_151,r,Askaniia_Nova_151_001,HumanObservation
Carduus uncinatus,Askaniia_Nova_151,r,Askaniia_Nova_151_002,HumanObservation
Consolida paniculata,Askaniia_Nova_151,r,Askaniia_Nova_151_003,HumanObservation
Elytrigia repens,Askaniia_Nova_151,r,Askaniia_Nova_151_004,HumanObservation
Fallopia convolvulus,Askaniia_Nova_151,r,Askaniia_Nova_151_005,HumanObservation
Galium ruthenicum,Askaniia_Nova_151,r,Askaniia_Nova_151_006,HumanObservation
Limonium sareptanum,Askaniia_Nova_151,r,Askaniia_Nova_151_007,HumanObservation
Phlomis pungens,Askaniia_Nova_151,r,Askaniia_Nova_151_008,HumanObservation
Poa angustifolia,Askaniia_Nova_151,2,Askaniia_Nova_151_009,HumanObservation
Portulaca oleracea,Askaniia_Nova_151,r,Askaniia_Nova_151_010,HumanObservation
Salsola tragus,Askaniia_Nova_151,+,Askaniia_Nova_151_011,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_151,2,Askaniia_Nova_151_012,HumanObservation
Tragopogon major,Askaniia_Nova_151,r,Askaniia_Nova_151_013,HumanObservation
Trifolium arvense,Askaniia_Nova_151,r,Askaniia_Nova_151_014,HumanObservation
Vicia villosa,Askaniia_Nova_151,2,Askaniia_Nova_151_015,HumanObservation
Bromopsis inermis,Askaniia_Nova_152,2,Askaniia_Nova_152_001,HumanObservation
Limonium sareptanum,Askaniia_Nova_152,r,Askaniia_Nova_152_002,HumanObservation
Phlomis pungens,Askaniia_Nova_152,r,Askaniia_Nova_152_003,HumanObservation
Poa angustifolia,Askaniia_Nova_152,r,Askaniia_Nova_152_004,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_152,+,Askaniia_Nova_152_005,HumanObservation
Tragopogon major,Askaniia_Nova_152,r,Askaniia_Nova_152_006,HumanObservation
